country,sex,year,total_employment_000
smr,f,1982,3.6630001068115234
smr,mf,1983,10.1850004196167
smr,m,1983,6.418000221252441
smr,f,1983,3.7669999599456787
smr,mf,1984,10.274999618530273
smr,m,1984,6.421999931335449
smr,f,1984,3.8529999256134033
smr,mf,1985,10.531999588012695
smr,m,1985,6.541999816894531
smr,f,1985,3.990000009536743
smr,mf,1986,10.83899974822998
smr,m,1986,6.668000221252441
smr,f,1986,4.171000003814697
smr,mf,1987,11.175000190734863
smr,m,1987,6.820000171661377
smr,f,1987,4.355000019073486
smr,mf,1988,11.461999893188477
smr,m,1988,6.939000129699707
smr,f,1988,4.5229997634887695
smr,mf,1989,11.748000144958496
smr,m,1989,7.11899995803833
smr,f,1989,4.629000186920166
smr,mf,1990,12.133999824523926
smr,m,1990,7.361999988555908
smr,f,1990,4.771999835968018
smr,mf,1991,12.83899974822998
smr,m,1991,7.75
smr,f,1991,5.089000225067139
smr,mf,1992,13.609999656677246
smr,m,1992,8.222999572753906
smr,f,1992,5.38700008392334
smr,mf,1993,14.258000373840332
smr,m,1993,8.630999565124512
smr,f,1993,5.626999855041504
smr,mf,1995,16.347999572753906
smr,m,1995,10.10200023651123
smr,f,1995,6.245999813079834
smr,mf,1996,16.701000213623047
smr,m,1996,10.329999923706055
smr,f,1996,6.370999813079834
smr,mf,1997,17.250999450683594
smr,m,1997,10.585000038146973
smr,f,1997,6.665999889373779
smr,mf,1998,17.933000564575195
smr,m,1998,11.015000343322754
smr,f,1998,6.918000221252441
smr,mf,1999,18.66699981689453
smr,m,1999,11.319000244140625
smr,f,1999,7.3480000495910645
smr,mf,2001,19.11199951171875
smr,m,2001,11.404000282287598
smr,f,2001,7.708000183105469
smr,mf,2002,19.249000549316406
smr,m,2002,11.482999801635742
smr,f,2002,7.765999794006348
smr,mf,2003,19.34000015258789
smr,m,2003,11.479999542236328
smr,f,2003,7.860000133514404
smr,mf,2004,19.889999389648438
smr,m,2004,11.767999649047852
smr,f,2004,8.121999740600586
smr,mf,2005,20.124000549316406
smr,m,2005,11.902000427246094
smr,f,2005,8.222000122070312
smr,mf,2006,20.69499969482422
smr,m,2006,12.218999862670898
smr,f,2006,8.47599983215332
smr,mf,2007,21.482999801635742
smr,m,2007,12.666999816894531
smr,f,2007,8.815999984741211
smr,mf,2008,21.9950008392334
smr,m,2008,12.967000007629395
smr,f,2008,9.027999877929688
smr,mf,2009,21.708999633789062
smr,m,2009,12.64900016784668
smr,f,2009,9.0600004196167
smr,mf,2010,21.409000396728516
smr,m,2010,12.388999938964844
smr,f,2010,9.020000457763672
stp,mf,1980,2.009000062942505
stp,m,1980,1.2230000495910645
stp,f,1980,0.7860000133514404
stp,mf,1981,1.875
stp,m,1981,1.1440000534057617
stp,f,1981,0.7310000061988831
stp,mf,1982,1.5410000085830688
stp,m,1982,1.0069999694824219
stp,f,1982,0.5339999794960022
stp,mf,1983,1.0379999876022339
stp,m,1983,0.6710000038146973
stp,f,1983,0.367000013589859
stp,mf,1984,1.4559999704360962
stp,m,1984,0.9869999885559082
stp,f,1984,0.4690000116825104
stp,mf,1991,34.06800079345703
stp,m,1991,22.757999420166016
stp,f,1991,11.3100004196167
stp,mf,2000,37.518001556396484
stp,m,2000,24.475000381469727
stp,f,2000,13.043000221252441
stp,mf,2012,56.29499816894531
stp,m,2012,34.8129997253418
stp,f,2012,21.48200035095215
sau,mf,1992,4909.7412109375
sau,m,1992,4361.31494140625
sau,f,1992,548.426025390625
sau,mf,1999,5592.85400390625
sau,m,1999,4800.62109375
sau,f,1999,792.2329711914062
sau,mf,2000,5713.34912109375
sau,m,2000,4943.51904296875
sau,f,2000,769.8300170898438
sau,mf,2001,5808.62109375
sau,m,2001,5027.72216796875
sau,f,2001,780.8989868164062
sau,mf,2002,5913.009765625
sau,m,2002,5115.826171875
sau,f,2002,797.1840209960938
sau,mf,2006,7522.98388671875
sau,m,2006,6461.48486328125
sau,f,2006,1061.4990234375
sau,mf,2007,7755.39990234375
sau,m,2007,6679.7919921875
sau,f,2007,1075.6090087890625
sau,mf,2008,7987.06591796875
sau,m,2008,6894.5390625
sau,f,2008,1092.5269775390625
sau,mf,2009,8147.9921875
sau,m,2009,7069.43798828125
sau,f,2009,1078.553955078125
sau,mf,2011,9935.5341796875
sau,m,2011,8633.4404296875
sau,f,2011,1302.093994140625
sau,mf,2012,10263.3603515625
sau,m,2012,8939.7841796875
sau,f,2012,1323.573974609375
sau,mf,2013,10681.9296875
sau,m,2013,9322.84375
sau,f,2013,1359.0830078125
sen,mf,2001,2800.321044921875
sen,m,2001,1661.7130126953125
sen,f,2001,1138.6090087890625
sen,mf,2006,3152.89990234375
sen,m,2006,2048.10009765625
sen,f,2006,1104.800048828125
sen,mf,2011,3777.906005859375
sen,m,2011,2155.445068359375
sen,f,2011,1622.4599609375
srb,mf,2004,2930.800048828125
srb,m,2004,1708.9000244140625
srb,f,2004,1222.0
srb,mf,2005,2733.39990234375
srb,m,2005,1635.0
srb,f,2005,1098.4000244140625
srb,mf,2006,2630.699951171875
srb,m,2006,1554.699951171875
srb,f,2006,1076.0
srb,mf,2007,2655.699951171875
srb,m,2007,1545.800048828125
srb,f,2007,1110.0
srb,mf,2008,2821.699951171875
srb,m,2008,1611.300048828125
srb,f,2008,1210.4000244140625
srb,mf,2009,2616.43701171875
srb,m,2009,1486.1090087890625
srb,f,2009,1130.3270263671875
srb,mf,2010,2396.243896484375
srb,m,2010,1372.760986328125
srb,f,2010,1023.4819946289062
srb,mf,2011,2253.208984375
srb,m,2011,1304.9940185546875
srb,f,2011,948.2150268554688
srb,mf,2012,2228.343017578125
srb,m,2012,1292.8570556640625
srb,f,2012,935.4860229492188
srb,mf,2013,2310.718017578125
srb,m,2013,1332.6109619140625
srb,f,2013,978.1069946289062
syc,mf,2011,39.95199966430664
syc,m,2011,20.266000747680664
syc,f,2011,19.687000274658203
sle,mf,2003,1733.5279541015625
sle,m,2003,810.9749755859375
sle,f,2003,947.4000244140625
sle,mf,2004,1933.009033203125
sle,m,2004,987.166015625
sle,f,2004,945.843017578125
sgp,mf,1980,1068.9000244140625
sgp,m,1980,695.0
sgp,f,1980,373.8999938964844
sgp,mf,1981,1153.5999755859375
sgp,m,1981,744.0999755859375
sgp,f,1981,409.3999938964844
sgp,mf,1982,1221.0999755859375
sgp,m,1982,786.5
sgp,f,1982,434.6000061035156
sgp,mf,1983,1251.199951171875
sgp,m,1983,806.5999755859375
sgp,f,1983,444.6000061035156
sgp,mf,1984,1269.199951171875
sgp,m,1984,808.0999755859375
sgp,f,1984,461.1000061035156
sgp,mf,1985,1234.5999755859375
sgp,m,1985,785.2999877929688
sgp,f,1985,449.20001220703125
sgp,mf,1986,1214.4000244140625
sgp,m,1986,759.9000244140625
sgp,f,1986,454.5
sgp,mf,1987,1266.9000244140625
sgp,m,1987,785.0
sgp,f,1987,481.79998779296875
sgp,mf,1988,1331.5999755859375
sgp,m,1988,813.9000244140625
sgp,f,1988,517.7000122070312
sgp,mf,1989,1394.0
sgp,m,1989,844.7999877929688
sgp,f,1989,549.2000122070312
sgp,mf,1990,1485.800048828125
sgp,m,1990,912.2000122070312
sgp,f,1990,573.5999755859375
sgp,mf,1991,1524.300048828125
sgp,m,1991,917.7999877929688
sgp,f,1991,606.5
sgp,mf,1992,1576.199951171875
sgp,m,1992,944.2999877929688
sgp,f,1992,631.7999877929688
sgp,mf,1993,1592.0
sgp,m,1993,952.2999877929688
sgp,f,1993,639.7000122070312
sgp,mf,1994,1649.300048828125
sgp,m,1994,987.0999755859375
sgp,f,1994,662.2000122070312
sgp,mf,1995,1702.0999755859375
sgp,m,1995,1044.0
sgp,f,1995,658.0999755859375
sgp,mf,1996,1748.0999755859375
sgp,m,1996,1023.5999755859375
sgp,f,1996,724.5
sgp,mf,1997,1499.800048828125
sgp,m,1997,912.7000122070312
sgp,f,1997,587.0999755859375
sgp,mf,1998,1493.800048828125
sgp,m,1998,901.5999755859375
sgp,f,1998,592.2000122070312
sgp,mf,1999,1518.300048828125
sgp,m,1999,912.0999755859375
sgp,f,1999,606.2000122070312
sgp,mf,2001,1582.5
sgp,m,2001,938.4000244140625
sgp,f,2001,644.0
sgp,mf,2002,1573.699951171875
sgp,m,2002,937.7000122070312
sgp,f,2002,636.0
sgp,mf,2003,1605.4000244140625
sgp,m,2003,948.7000122070312
sgp,f,2003,656.5999755859375
sgp,mf,2004,1632.0999755859375
sgp,m,2004,960.7999877929688
sgp,f,2004,671.2999877929688
sgp,mf,2005,1647.300048828125
sgp,mf,2006,1796.699951171875
sgp,m,2006,1036.5
sgp,f,2006,760.2000122070312
sgp,mf,2007,1803.199951171875
sgp,m,2007,1038.4000244140625
sgp,f,2007,764.7999877929688
sgp,mf,2008,1852.0
sgp,m,2008,1053.5999755859375
sgp,f,2008,798.5
sgp,mf,2009,2956.824951171875
sgp,mf,2010,3063.949951171875
sgp,mf,2011,1998.9000244140625
sgp,m,2011,1118.800048828125
sgp,f,2011,880.0999755859375
sgp,mf,2012,2040.5999755859375
sgp,m,2012,1138.0999755859375
sgp,f,2012,902.5
sgp,mf,2013,2056.10009765625
sgp,m,2013,1142.300048828125
sgp,f,2013,913.7999877929688
sgp,mf,2014,3569.820068359375
svk,mf,1994,2110.199951171875
svk,m,1994,1174.0
svk,f,1994,936.2999877929688
svk,mf,1995,2146.800048828125
svk,m,1995,1193.300048828125
svk,f,1995,953.5
svk,mf,1996,2224.89990234375
svk,m,1996,1234.5999755859375
svk,f,1996,990.2999877929688
svk,mf,1997,2205.89990234375
svk,m,1997,1217.0
svk,f,1997,988.9000244140625
svk,mf,1998,2201.368896484375
svk,m,1998,1211.5810546875
svk,f,1998,989.7880249023438
svk,mf,1999,2121.199951171875
svk,m,1999,1154.0
svk,f,1999,967.2000122070312
svk,mf,2000,2078.300048828125
svk,m,2000,1121.5999755859375
svk,f,2000,956.7000122070312
svk,mf,2001,2110.10009765625
svk,m,2001,1133.699951171875
svk,f,2001,976.4000244140625
svk,mf,2002,2105.89990234375
svk,m,2002,1140.9000244140625
svk,f,2002,965.0
svk,mf,2003,2159.89990234375
svk,m,2003,1173.199951171875
svk,f,2003,986.7000122070312
svk,mf,2004,2141.39990234375
svk,m,2004,1175.5999755859375
svk,f,2004,965.7999877929688
svk,mf,2005,2207.10009765625
svk,m,2005,1227.0999755859375
svk,f,2005,980.0
svk,mf,2006,2295.199951171875
svk,m,2006,1287.5
svk,f,2006,1007.7000122070312
svk,mf,2007,2350.5
svk,m,2007,1318.5999755859375
svk,f,2007,1031.9000244140625
svk,mf,2008,2423.39990234375
svk,m,2008,1357.199951171875
svk,f,2008,1066.300048828125
svk,mf,2009,2356.60009765625
svk,m,2009,1320.4000244140625
svk,f,2009,1036.199951171875
svk,mf,2010,2307.199951171875
svk,m,2010,1278.5
svk,f,2010,1028.699951171875
svk,mf,2011,2303.199951171875
svk,m,2011,1284.800048828125
svk,f,2011,1018.4000244140625
svk,mf,2012,2317.199951171875
svk,m,2012,1296.4000244140625
svk,f,2012,1020.7999877929688
svk,mf,2013,2317.699951171875
svk,m,2013,1288.199951171875
svk,f,2013,1029.4000244140625
svk,mf,2014,2349.199951171875
svk,m,2014,1307.800048828125
svk,f,2014,1041.4000244140625
svn,mf,1993,845.0
svn,m,1993,451.0
svn,f,1993,395.0
svn,mf,1994,851.0
svn,m,1994,454.0
svn,f,1994,397.0
svn,mf,1995,882.0
svn,m,1995,473.0
svn,f,1995,409.0
svn,mf,1996,870.97998046875
svn,m,1996,464.4540100097656
svn,f,1996,406.5260009765625
svn,mf,1997,893.2319946289062
svn,m,1997,479.74200439453125
svn,f,1997,413.4909973144531
svn,mf,1998,904.6619873046875
svn,m,1998,486.12799072265625
svn,f,1998,418.5329895019531
svn,mf,1999,862.5
svn,m,1999,466.79998779296875
svn,f,1999,395.70001220703125
svn,mf,2000,872.9000244140625
svn,m,2000,469.70001220703125
svn,f,2000,403.1000061035156
svn,mf,2001,890.2999877929688
svn,m,2001,484.8999938964844
svn,f,2001,405.3999938964844
svn,mf,2002,899.9000244140625
svn,m,2002,488.1000061035156
svn,f,2002,411.79998779296875
svn,mf,2003,877.0999755859375
svn,m,2003,477.5
svn,f,2003,399.6000061035156
svn,mf,2004,924.2999877929688
svn,m,2004,499.20001220703125
svn,f,2004,425.1000061035156
svn,mf,2005,924.9000244140625
svn,m,2005,501.8999938964844
svn,f,2005,423.0
svn,mf,2006,936.7000122070312
svn,m,2006,509.6000061035156
svn,f,2006,427.1000061035156
svn,mf,2007,957.0
svn,m,2007,524.5999755859375
svn,f,2007,432.3999938964844
svn,mf,2008,975.2000122070312
svn,m,2008,531.7999877929688
svn,f,2008,443.3999938964844
svn,mf,2009,954.7999877929688
svn,m,2009,516.2000122070312
svn,f,2009,438.6000061035156
svn,mf,2010,941.5
svn,m,2010,509.3999938964844
svn,f,2010,432.1000061035156
svn,mf,2011,914.7999877929688
svn,m,2011,494.6000061035156
svn,f,2011,420.29998779296875
svn,mf,2012,906.5
svn,m,2012,490.20001220703125
svn,f,2012,416.29998779296875
svn,mf,2013,888.0999755859375
svn,m,2013,484.29998779296875
svn,f,2013,403.79998779296875
svn,mf,2014,892.5999755859375
svn,m,2014,485.8999938964844
svn,f,2014,406.70001220703125
zaf,mf,2000,11944.2197265625
zaf,m,2000,6474.546875
zaf,f,2000,5469.6767578125
zaf,mf,2001,10833.0
zaf,mf,2002,11029.0
zaf,mf,2003,11623.0
zaf,m,2003,6436.0
zaf,f,2003,5187.0
zaf,mf,2004,11638.0
zaf,m,2004,6772.0
zaf,f,2004,4866.0
zaf,mf,2005,12769.0
zaf,m,2005,7167.0
zaf,f,2005,5602.0
zaf,mf,2006,13419.0
zaf,m,2006,7483.0
zaf,f,2006,5936.0
zaf,mf,2007,13467.0
zaf,m,2007,7523.0
zaf,f,2007,5944.0
zaf,mf,2008,13867.0
zaf,m,2008,7866.0
zaf,f,2008,6000.0
zaf,mf,2009,13455.0
zaf,m,2009,7562.0
zaf,f,2009,5894.0
zaf,mf,2010,13061.0
zaf,m,2010,7389.75
zaf,f,2010,5671.0
zaf,mf,2011,13264.5
zaf,m,2011,7481.5
zaf,f,2011,5783.0
zaf,mf,2012,13522.75
zaf,m,2012,7623.25
zaf,f,2012,5899.75
zaf,mf,2013,14136.8798828125
zaf,m,2013,7896.7958984375
zaf,f,2013,6240.0791015625
zaf,mf,2014,15146.5
zaf,m,2014,8512.5
zaf,f,2014,6633.75
esp,mf,1980,11557.099609375
esp,m,1980,8258.2998046875
esp,f,1980,3298.800048828125
esp,mf,1981,11230.5
esp,m,1981,8054.7998046875
esp,f,1981,3175.699951171875
esp,mf,1982,11116.5
esp,m,1982,7948.89990234375
esp,f,1982,3167.60009765625
esp,mf,1983,11044.400390625
esp,m,1983,7843.2001953125
esp,f,1983,3201.199951171875
esp,mf,1984,10743.2001953125
esp,m,1984,7619.2998046875
esp,f,1984,3123.89990234375
esp,mf,1985,10641.0
esp,m,1985,7553.10009765625
esp,f,1985,3087.89990234375
esp,mf,1986,10880.900390625
esp,m,1986,7689.2001953125
esp,f,1986,3191.699951171875
esp,mf,1987,11368.7998046875
esp,m,1987,7948.2001953125
esp,f,1987,3420.60009765625
esp,mf,1988,12123.099609375
esp,m,1988,8404.7001953125
esp,f,1988,3718.300048828125
esp,mf,1989,12557.5
esp,m,1989,8661.2998046875
esp,f,1989,3896.199951171875
esp,mf,1990,12869.599609375
esp,m,1990,8807.7001953125
esp,f,1990,4061.89990234375
esp,mf,1991,12970.2998046875
esp,m,1991,8800.2001953125
esp,f,1991,4170.2001953125
esp,mf,1992,12893.2900390625
esp,m,1992,8681.89453125
esp,f,1992,4211.39990234375
esp,mf,1993,12323.5703125
esp,m,1993,8214.4296875
esp,f,1993,4109.14306640625
esp,mf,1994,12186.099609375
esp,m,1994,8072.9150390625
esp,f,1994,4113.18798828125
esp,mf,1995,12494.7998046875
esp,m,1995,8229.91015625
esp,f,1995,4264.89404296875
esp,mf,1996,12787.1201171875
esp,m,1996,8359.5400390625
esp,f,1996,4427.5830078125
esp,mf,1997,13275.509765625
esp,m,1997,8611.849609375
esp,f,1997,4663.6591796875
esp,mf,1998,13814.1904296875
esp,m,1998,8979.615234375
esp,f,1998,4834.5791015625
esp,mf,1999,14517.400390625
esp,m,1999,9333.7998046875
esp,f,1999,5183.60009765625
esp,mf,2000,15333.0
esp,m,2000,9704.0
esp,f,2000,5628.89990234375
esp,mf,2001,15967.2998046875
esp,m,2001,10054.2998046875
esp,f,2001,5913.0
esp,mf,2002,16663.099609375
esp,m,2002,10333.7998046875
esp,f,2002,6329.2998046875
esp,mf,2003,17311.400390625
esp,m,2003,10624.099609375
esp,f,2003,6687.2998046875
esp,mf,2004,17903.80078125
esp,m,2004,10850.0
esp,f,2004,7053.89990234375
esp,mf,2005,19068.0
esp,m,2005,11390.7998046875
esp,f,2005,7677.2001953125
esp,mf,2006,19792.30078125
esp,m,2006,11707.2001953125
esp,f,2006,8085.10009765625
esp,mf,2007,20436.900390625
esp,m,2007,11968.0
esp,f,2007,8468.900390625
esp,mf,2008,20316.5
esp,m,2008,11708.099609375
esp,f,2008,8608.400390625
esp,mf,2009,18957.5
esp,m,2009,10643.2998046875
esp,f,2009,8314.2001953125
esp,mf,2010,18573.69921875
esp,m,2010,10337.599609375
esp,f,2010,8236.2001953125
esp,mf,2011,18270.900390625
esp,m,2011,10068.099609375
esp,f,2011,8202.900390625
esp,mf,2012,17476.80078125
esp,m,2012,9520.2998046875
esp,f,2012,7956.60009765625
esp,mf,2013,17001.599609375
esp,m,2013,9236.900390625
esp,f,2013,7764.7001953125
esp,mf,2014,17210.5
esp,m,2014,9363.7998046875
esp,f,2014,7846.7998046875
lka,mf,1981,4737.7001953125
lka,m,1981,3555.89990234375
lka,f,1981,1181.800048828125
lka,mf,1985,5131.7001953125
lka,m,1985,3581.300048828125
lka,f,1985,1550.4000244140625
lka,mf,1990,5963.7001953125
lka,mf,1991,5136.0
lka,mf,1992,4985.7998046875
lka,mf,1993,5072.10009765625
lka,m,1993,3512.300048828125
lka,f,1993,1559.800048828125
lka,mf,1994,5148.39990234375
lka,m,1994,3542.199951171875
lka,f,1994,1606.199951171875
lka,mf,1995,5316.0
lka,m,1995,3661.0
lka,f,1995,1655.0
lka,mf,1996,5586.89990234375
lka,m,1996,3797.39990234375
lka,f,1996,1789.5
lka,mf,1997,5569.39990234375
lka,mf,1998,5946.2001953125
lka,m,1998,3855.300048828125
lka,f,1998,2090.800048828125
lka,mf,2002,6519.4150390625
lka,m,2002,4395.1640625
lka,f,2002,2124.25
lka,mf,2003,7012.7548828125
lka,m,2003,4833.48291015625
lka,f,2003,2179.27197265625
lka,mf,2004,7394.02880859375
lka,m,2004,5049.42578125
lka,f,2004,2344.60400390625
lka,mf,2005,7518.0068359375
lka,m,2005,5134.76513671875
lka,f,2005,2383.240966796875
lka,mf,2006,7105.32177734375
lka,m,2006,4610.64306640625
lka,f,2006,2494.678955078125
lka,mf,2007,7041.8740234375
lka,m,2007,4653.06689453125
lka,f,2007,2388.806884765625
lka,mf,2008,7648.30517578125
lka,m,2008,5033.44921875
lka,f,2008,2614.85595703125
lka,mf,2009,7602.4140625
lka,m,2009,4963.17578125
lka,f,2009,2639.238037109375
lka,mf,2010,7706.5927734375
lka,m,2010,5131.98583984375
lka,f,2010,2574.60791015625
lka,mf,2011,8196.9267578125
lka,m,2011,5460.328125
lka,f,2011,2736.59912109375
lka,mf,2012,8128.7041015625
lka,m,2012,5477.0888671875
lka,f,2012,2651.614990234375
lka,mf,2013,8475.4189453125
lka,m,2013,5589.38720703125
lka,f,2013,2886.032958984375
lka,mf,2014,8395.76171875
lka,m,2014,5534.06103515625
lka,f,2014,2861.701904296875
sdn,mf,2011,7216.7021484375
sdn,m,2011,5620.0
sdn,f,2011,1700.0
sur,mf,1982,81.58899688720703
sur,mf,1983,68.54100036621094
sur,mf,1984,67.68000030517578
sur,mf,1985,67.03500366210938
sur,mf,1986,75.10800170898438
sur,mf,1987,66.5530014038086
sur,mf,1988,67.47100067138672
sur,mf,1989,69.177001953125
sur,mf,1990,81.68199920654297
sur,m,1990,50.24599838256836
sur,f,1990,31.434999465942383
sur,mf,1992,88.63500213623047
sur,m,1992,57.51599884033203
sur,f,1992,31.16900062561035
sur,mf,1993,83.41100311279297
sur,m,1993,53.654998779296875
sur,f,1993,29.760000228881836
sur,mf,1994,77.89900207519531
sur,m,1994,51.30799865722656
sur,f,1994,26.590999603271484
sur,mf,1995,82.4520034790039
sur,m,1995,54.39099884033203
sur,f,1995,28.06100082397461
sur,mf,1996,87.20899963378906
sur,m,1996,57.82899856567383
sur,f,1996,29.3799991607666
sur,mf,1997,82.8499984741211
sur,m,1997,55.207000732421875
sur,f,1997,27.64299964904785
sur,mf,1998,88.24400329589844
sur,m,1998,59.77299880981445
sur,f,1998,28.47100067138672
sur,mf,1999,72.83399963378906
sur,m,1999,47.75600051879883
sur,f,1999,25.077999114990234
sur,mf,2004,156.7050018310547
sur,m,2004,101.91899871826172
sur,f,2004,54.768001556396484
sur,mf,2013,142.51800537109375
sur,m,2013,86.75299835205078
sur,f,2013,55.76499938964844
swe,mf,1980,4232.0
swe,m,1980,2327.0
swe,f,1980,1906.0
swe,mf,1981,4225.0
swe,m,1981,2286.0
swe,f,1981,1938.0
swe,mf,1982,4219.0
swe,m,1982,2272.0
swe,f,1982,1947.0
swe,mf,1983,4224.0
swe,m,1983,2258.0
swe,f,1983,1966.0
swe,mf,1984,4255.0
swe,m,1984,2261.0
swe,f,1984,1993.0
swe,mf,1985,4299.0
swe,m,1985,2276.0
swe,f,1985,2022.0
swe,mf,1986,4299.0
swe,m,1986,2240.0
swe,f,1986,2059.0
swe,mf,1987,4316.0
swe,m,1987,2244.0
swe,f,1987,2072.0
swe,mf,1988,4375.0
swe,m,1988,2272.0
swe,f,1988,2103.0
swe,mf,1989,4442.0
swe,m,1989,2312.0
swe,f,1989,2130.0
swe,mf,1990,4485.0
swe,m,1990,2333.0
swe,f,1990,2152.0
swe,mf,1991,4396.0
swe,m,1991,2278.0
swe,f,1991,2118.0
swe,mf,1992,4209.0
swe,m,1992,2164.0
swe,f,1992,2045.0
swe,mf,1993,3964.0
swe,m,1993,2026.0
swe,f,1993,1938.0
swe,mf,1994,3928.0
swe,m,1994,2017.0
swe,f,1994,1911.0
swe,mf,1995,4050.927978515625
swe,m,1995,2097.277099609375
swe,f,1995,1953.6510009765625
swe,mf,1996,3987.972900390625
swe,m,1996,2063.60400390625
swe,f,1996,1924.3690185546875
swe,mf,1997,3916.7958984375
swe,m,1997,2047.280029296875
swe,f,1997,1869.5159912109375
swe,mf,1998,3945.868896484375
swe,m,1998,2088.257080078125
swe,f,1998,1857.612060546875
swe,mf,1999,3997.60009765625
swe,m,1999,2077.0
swe,f,1999,1920.5999755859375
swe,mf,2000,4050.39990234375
swe,m,2000,2099.10009765625
swe,f,2000,1951.300048828125
swe,mf,2001,4266.89990234375
swe,m,2001,2218.10009765625
swe,f,2001,2048.800048828125
swe,mf,2002,4271.5
swe,m,2002,2212.300048828125
swe,f,2002,2059.199951171875
swe,mf,2003,4278.89990234375
swe,m,2003,2211.89990234375
swe,f,2003,2067.0
swe,mf,2004,4240.7998046875
swe,m,2004,2201.199951171875
swe,f,2004,2039.5999755859375
swe,mf,2005,4272.0
swe,m,2005,2228.0
swe,f,2005,2044.0
swe,mf,2006,4351.89990234375
swe,m,2006,2279.699951171875
swe,f,2006,2072.10009765625
swe,mf,2007,4453.2998046875
swe,m,2007,2332.800048828125
swe,f,2007,2120.5
swe,mf,2008,4493.7998046875
swe,m,2008,2356.60009765625
swe,f,2008,2137.10009765625
swe,mf,2009,4391.39990234375
swe,m,2009,2290.699951171875
swe,f,2009,2100.800048828125
swe,mf,2010,4403.10009765625
swe,m,2010,2311.5
swe,f,2010,2091.60009765625
swe,mf,2011,4498.10009765625
swe,m,2011,2355.199951171875
swe,f,2011,2142.89990234375
swe,mf,2012,4509.60009765625
swe,m,2012,2350.0
swe,f,2012,2159.699951171875
swe,mf,2013,4554.2998046875
swe,m,2013,2373.300048828125
swe,f,2013,2180.89990234375
swe,mf,2014,4597.5
swe,m,2014,2390.89990234375
swe,f,2014,2206.60009765625
che,mf,1980,3166.0
che,m,1980,2021.0
che,f,1980,1145.0
che,mf,1981,3240.0
che,m,1981,2053.0
che,f,1981,1187.0
che,mf,1982,3256.0
che,m,1982,2059.0
che,f,1982,1198.0
che,mf,1983,3257.0
che,m,1983,2036.0
che,f,1983,1200.0
che,mf,1984,3288.0
che,m,1984,2073.0
che,f,1984,1216.0
che,mf,1985,3354.0
che,m,1985,2115.0
che,f,1985,1239.0
che,mf,1986,3430.0
che,m,1986,2157.0
che,f,1986,1273.0
che,mf,1987,3515.0
che,m,1987,2194.0
che,f,1987,1321.0
che,mf,1988,3607.0
che,m,1988,2234.0
che,f,1988,1373.0
che,mf,1989,3704.0
che,m,1989,2276.0
che,f,1989,1427.0
che,mf,1990,3821.0
che,m,1990,2327.0
che,f,1990,1494.0
che,mf,1991,4075.0
che,m,1991,2389.0
che,f,1991,1686.0
che,mf,1992,4016.0
che,m,1992,2337.0
che,f,1992,1678.0
che,mf,1993,3983.0
che,m,1993,2310.0
che,f,1993,1673.0
che,mf,1994,3955.0
che,m,1994,2286.0
che,f,1994,1669.0
che,mf,1995,3952.0
che,m,1995,2282.0
che,f,1995,1670.0
che,mf,1996,3777.819091796875
che,m,1996,2136.93994140625
che,f,1996,1640.8790283203125
che,mf,1997,3765.550048828125
che,m,1997,2116.681884765625
che,f,1997,1648.866943359375
che,mf,1998,3832.991943359375
che,m,1998,2146.302001953125
che,f,1998,1686.68994140625
che,mf,1999,3760.5
che,m,1999,2095.39990234375
che,f,1999,1665.0999755859375
che,mf,2000,3775.800048828125
che,m,2000,2109.0
che,f,2000,1666.800048828125
che,mf,2001,3836.800048828125
che,m,2001,2127.10009765625
che,f,2001,1709.699951171875
che,mf,2002,3864.89990234375
che,m,2002,2116.199951171875
che,f,2002,1748.699951171875
che,mf,2003,3856.60009765625
che,m,2003,2109.60009765625
che,f,2003,1747.0
che,mf,2004,3865.0
che,m,2004,2112.800048828125
che,f,2004,1752.199951171875
che,mf,2005,3887.10009765625
che,m,2005,2118.0
che,f,2005,1769.0999755859375
che,mf,2006,3953.89990234375
che,m,2006,2154.300048828125
che,f,2006,1799.5999755859375
che,mf,2007,4015.5
che,m,2007,2192.800048828125
che,f,2007,1822.699951171875
che,mf,2008,4111.60009765625
che,m,2008,2218.800048828125
che,f,2008,1892.800048828125
che,mf,2009,4140.39990234375
che,m,2009,2225.89990234375
che,f,2009,1914.5
che,mf,2010,4158.0
che,m,2010,2251.89990234375
che,f,2010,1906.0999755859375
che,mf,2011,4232.39990234375
che,m,2011,2291.89990234375
che,f,2011,1940.5
che,mf,2012,4265.5
che,m,2012,2304.10009765625
che,f,2012,1961.300048828125
che,mf,2013,4309.39990234375
che,m,2013,2311.800048828125
che,f,2013,1997.5999755859375
che,mf,2014,4366.0
che,m,2014,2330.10009765625
che,f,2014,2036.0
syr,mf,1983,2125.60009765625
syr,m,1983,1830.800048828125
syr,f,1983,294.79998779296875
syr,mf,1984,2246.300048828125
syr,m,1984,1945.9000244140625
syr,f,1984,300.5
syr,mf,1989,2882.60009765625
syr,m,1989,2441.39990234375
syr,f,1989,441.20001220703125
syr,mf,1991,3249.89990234375
syr,m,1991,2710.300048828125
syr,f,1991,539.5999755859375
syr,mf,1993,3672.010009765625
syr,m,1993,2976.2880859375
syr,f,1993,695.72900390625
syr,mf,1994,3201.77490234375
syr,m,1994,2834.883056640625
syr,f,1994,366.8919982910156
syr,mf,1995,4027.193115234375
syr,m,1995,3242.833984375
